magnitude,placename,time
4.5,"212km NW of Farallon de Pajaros, Northern Mariana Islands",23 Feb 2017 02:25 am
4.5,"15km ESE of Tecoanapa, Mexico",23 Feb 2017 09:07 am
4.5,"105km ENE of Miyako, Japan",23 Feb 2017 03:54 pm
4.5,"210km S of Buldir Island, Alaska",24 Feb 2017 02:23 am
4.5,"72km NNW of Atka, Alaska",24 Feb 2017 11:26 am
4.5,"116km SSE of Shikotan, Russia",25 Feb 2017 01:21 am
4.5,"6km SSE of Oyama, Japan",25 Feb 2017 12:11 pm
4.5,"4km WNW of Toprakkale, Turkey",25 Feb 2017 01:06 pm
4.5,"5km SW of Cevicos, Dominican Republic",26 Feb 2017 05:04 pm
4.5,"42km NNE of Padangsidempuan, Indonesia",27 Feb 2017 03:47 am
4.5,"129km E of Yamada, Japan",27 Feb 2017 09:52 am
4.5,"70km N of Isangel, Vanuatu",28 Feb 2017 12:12 pm
4.5,"39km ENE of Amberley, New Zealand",28 Feb 2017 01:19 pm
4.5,"143km SE of Taron, Papua New Guinea",28 Feb 2017 06:32 pm
4.5,"245km ENE of Dili, East Timor",28 Feb 2017 09:00 pm
4.5,"42km ENE of Amberley, New Zealand",01 Mar 2017 08:17 am
4.4,"138km W of Itoman, Japan",31 Jan 2017 06:46 am
4.4,"45km SSW of Ozernovskiy, Russia",31 Jan 2017 11:11 am
4.4,"45km ENE of San Isidro, Philippines",31 Jan 2017 12:39 pm
4.4,"135km ESE of Rota, Northern Mariana Islands",31 Jan 2017 04:33 pm
4.4,"18km SSW of Agrihan, Northern Mariana Islands",01 Feb 2017 02:09 am
4.4,"37km W of Arauco, Chile",01 Feb 2017 03:23 am
4.4,"294km E of Vostok, Russia",01 Feb 2017 07:18 am
4.4,"131km WSW of Kota Ternate, Indonesia",01 Feb 2017 12:53 pm
4.4,"130km NNE of Lae, Papua New Guinea",01 Feb 2017 01:37 pm
4.4,"200km SW of L'Esperance Rock, New Zealand",01 Feb 2017 11:07 pm
4.4,"263km SE of Pondaguitan, Philippines",01 Feb 2017 11:53 pm
4.4,"36km E of Farkhar, Afghanistan",02 Feb 2017 05:46 am
4.4,"120km ESE of Ndoi Island, Fiji",02 Feb 2017 08:05 am
4.4,"18km WSW of Zomin, Uzbekistan",02 Feb 2017 10:35 am
4.4,"33km E of Oarai, Japan",03 Feb 2017 03:58 am
4.4,"19km ESE of San Pedro Buenavista, Mexico",03 Feb 2017 11:54 pm
4.4,Banda Sea,04 Feb 2017 12:45 am
4.4,"24km SSE of Tinogasta, Argentina",05 Feb 2017 12:55 am
4.4,"63km ESE of Tekirova, Turkey",05 Feb 2017 02:34 am
4.4,"35km SW of Sola, Vanuatu",05 Feb 2017 03:26 am
4.4,"136km W of Merizo Village, Guam",05 Feb 2017 05:49 am
4.4,"14km NNW of Mithymna, Greece",05 Feb 2017 08:17 pm
4.4,"9km SSW of Aigion, Greece",06 Feb 2017 06:26 am
4.4,"173km ENE of Bitung, Indonesia",06 Feb 2017 08:43 am
4.4,"61km E of Namie, Japan",06 Feb 2017 01:16 pm
4.4,"200km SW of Nadi, Fiji",06 Feb 2017 04:41 pm
4.4,"181km SSW of Bambanglipuro, Indonesia",07 Feb 2017 12:25 am
4.4,"10km N of Daigo, Japan",07 Feb 2017 03:04 am
4.4,"7km WNW of Westonaria, South Africa",07 Feb 2017 06:02 am
4.4,"235km NW of Tanahmerah, Indonesia",07 Feb 2017 07:16 am
4.4,"4km WNW of Nereju, Romania",08 Feb 2017 01:52 am
4.4,"278km NNE of Fais, Micronesia",08 Feb 2017 07:15 am
4.4,"9km WNW of Molibagu, Indonesia",08 Feb 2017 03:54 pm
4.4,"31km E of Santa Maria Xadani, Mexico",08 Feb 2017 07:57 pm
4.4,Kuril Islands,09 Feb 2017 07:25 am
4.4,"117km SE of Taron, Papua New Guinea",09 Feb 2017 01:07 pm
4.4,"20km N of Kabanjahe, Indonesia",09 Feb 2017 01:50 pm
4.4,"180km WNW of Abepura, Indonesia",11 Feb 2017 11:49 am
4.4,"16km WNW of Nongstoin, India",11 Feb 2017 08:05 pm
4.4,"81km NNE of Chernabura Island, Alaska",12 Feb 2017 04:20 pm
4.4,"103km ESE of Iwo Jima, Japan",13 Feb 2017 12:22 pm
4.4,"91km N of Laikit, Laikit II (Dimembe), Indonesia",13 Feb 2017 04:47 pm
4.4,"53km NE of Veracruz, Mexico",15 Feb 2017 01:56 am
4.4,"255km W of Hihifo, Tonga",15 Feb 2017 05:41 am
4.4,"2km SW of Baracatan, Philippines",15 Feb 2017 10:27 pm
4.4,"75km NE of Calama, Chile",15 Feb 2017 10:34 pm
4.4,"167km N of Dobo, Indonesia",16 Feb 2017 02:18 pm
4.4,"2km NNW of Sakura, Japan",18 Feb 2017 06:25 am
4.4,"151km WSW of San Antonio de los Cobres, Argentina",18 Feb 2017 08:28 pm
4.4,"50km SSW of Palimbang, Philippines",19 Feb 2017 07:31 am
4.4,"8km NNW of Nemea, Greece",19 Feb 2017 02:58 pm
4.4,"47km SW of Madang, Papua New Guinea",19 Feb 2017 03:15 pm
4.4,Palau region,22 Feb 2017 05:04 am
4.4,"146km SSW of Severo-Kuril'sk, Russia",23 Feb 2017 01:30 am
4.4,"85km WNW of Arawa, Papua New Guinea",23 Feb 2017 05:57 pm
4.4,"13km N of Aratoca, Colombia",24 Feb 2017 02:54 am
4.4,"4km E of Guankou, China",25 Feb 2017 11:24 am
4.4,"126km SSE of Chignik Lake, Alaska",27 Feb 2017 08:07 am
4.4,South of the Aleutian Islands,27 Feb 2017 04:57 pm
4.4,"22km SSE of General Enrique Mosconi, Argentina",27 Feb 2017 11:13 pm
4.4,"20km W of Villa Bustos, Argentina",28 Feb 2017 02:19 am
4.4,"23km NNE of Zagora, Greece",28 Feb 2017 04:47 am
4.4,"79km WNW of Naze, Japan",28 Feb 2017 11:44 am
4.4,"76km NNE of Amahai, Indonesia",28 Feb 2017 03:44 pm
4.4,"274km E of Amahai, Indonesia",28 Feb 2017 04:48 pm
4.4,Fiji region,01 Mar 2017 10:13 am
4.3,"106km NE of Farallon de Pajaros, Northern Mariana Islands",31 Jan 2017 06:47 am
4.3,"26km SSW of Khorugh, Tajikistan",31 Jan 2017 08:32 am
4.3,"108km W of Panguna, Papua New Guinea",31 Jan 2017 11:58 am
4.3,"62km ENE of Ndoi Island, Fiji",01 Feb 2017 08:58 am
4.3,"285km SE of Lambasa, Fiji",01 Feb 2017 10:05 am
4.3,"66km NNW of Lae, Papua New Guinea",01 Feb 2017 11:12 am
4.3,"234km NNE of Ndoi Island, Fiji",01 Feb 2017 04:55 pm
4.3,"5km WSW of Taytayan, Philippines",02 Feb 2017 09:46 am
4.3,"215km NW of Tobelo, Indonesia",02 Feb 2017 12:10 pm
4.3,"6km SSE of El Coacoyul, Mexico",02 Feb 2017 12:38 pm
4.3,"125km SSW of Taron, Papua New Guinea",02 Feb 2017 01:37 pm
4.3,"105km SSW of Hokitika, New Zealand",02 Feb 2017 06:37 pm
4.3,"4km SSW of Serravalle di Chienti, Italy",02 Feb 2017 08:10 pm
4.3,South of the Fiji Islands,03 Feb 2017 05:09 am
4.3,"24km SSW of Kirakira, Solomon Islands",03 Feb 2017 05:16 am
4.3,"144km E of Kimbe, Papua New Guinea",03 Feb 2017 06:49 am
4.3,"117km N of Raoul Island, New Zealand",03 Feb 2017 09:57 am
4.3,"81km NNW of Curup, Indonesia",03 Feb 2017 10:07 am
4.3,"129km S of Sigave, Wallis and Futuna",03 Feb 2017 10:36 am
4.3,South of the Fiji Islands,03 Feb 2017 11:02 am
4.3,"176km NE of Ndoi Island, Fiji",03 Feb 2017 11:44 am
4.3,"248km S of Kute, Indonesia",03 Feb 2017 12:26 pm
4.3,"130km WNW of Tobelo, Indonesia",03 Feb 2017 01:22 pm
4.3,"218km NNW of Saumlaki, Indonesia",04 Feb 2017 08:38 pm
4.3,"25km SE of Gumdag, Turkmenistan",05 Feb 2017 05:16 am
4.3,"26km E of Gumdag, Turkmenistan",05 Feb 2017 08:19 am
4.3,"31km NW of Isangel, Vanuatu",06 Feb 2017 07:06 am
4.3,"36km NNW of Isangel, Vanuatu",06 Feb 2017 04:07 pm
4.3,"45km ENE of Muroto, Japan",07 Feb 2017 10:19 am
4.3,"15km WNW of Behram, Turkey",07 Feb 2017 01:35 pm
4.3,"16km WNW of Behram, Turkey",07 Feb 2017 02:53 pm
4.3,"Kepulauan Barat Daya, Indonesia",08 Feb 2017 09:02 am
4.3,"201km ESE of Petropavlovsk-Kamchatskiy, Russia",08 Feb 2017 10:56 am
4.3,"13km SSE of Npongge, Indonesia",09 Feb 2017 07:40 am
4.3,"280km SW of Panenggoede, Indonesia",09 Feb 2017 09:47 am
4.3,"55km S of Tobelo, Indonesia",09 Feb 2017 07:42 pm
4.3,"224km ESE of Rota, Northern Mariana Islands",10 Feb 2017 12:38 am
4.3,"22km NNE of Eleskirt, Turkey",10 Feb 2017 04:27 am
4.3,"74km WSW of Challapata, Bolivia",10 Feb 2017 09:05 am
4.3,"20km NW of Arteaga, Mexico",10 Feb 2017 07:29 pm
4.3,"221km ESE of Namie, Japan",11 Feb 2017 07:41 pm
4.3,"48km S of Acajutla, El Salvador",12 Feb 2017 10:18 am
4.3,"63km NE of Chuquitira, Peru",15 Feb 2017 05:44 am
4.3,"96km ESE of Vanj, Tajikistan",15 Feb 2017 08:43 am
4.3,"105km NE of Calama, Chile",15 Feb 2017 09:31 am
4.3,"34km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",16 Feb 2017 07:54 am
4.3,"20km WSW of Ashkasham, Afghanistan",16 Feb 2017 03:20 pm
4.3,"36km SSE of Little Sitkin Island, Alaska",17 Feb 2017 12:00 am
4.3,"28km NE of Pujocucho, Peru",17 Feb 2017 08:55 pm
4.3,"18km WNW of Lebu, Chile",20 Feb 2017 05:29 am
4.3,"48km ESE of Gumdag, Turkmenistan",22 Feb 2017 02:54 am
4.3,"86km ENE of Nordvik, Russia",22 Feb 2017 11:47 pm
4.3,"37km SSE of Farkhar, Afghanistan",24 Feb 2017 04:50 am
4.3,"85km WSW of Mendoza, Argentina",24 Feb 2017 08:00 am
4.3,"4km SE of Ishige, Japan",24 Feb 2017 05:18 pm
4.3,"97km WSW of Topolobampo, Mexico",25 Feb 2017 09:07 pm
4.3,"18km W of Do Gonbadan, Iran",28 Feb 2017 08:29 am
4.3,"37km SW of Lixourion, Greece",28 Feb 2017 02:02 pm
4.3,"42km WNW of Cold Bay, Alaska",01 Mar 2017 06:56 pm
4.2,"6km NNE of Tigarunggu, Indonesia",31 Jan 2017 07:10 am
4.2,"52km SW of Attu Station, Alaska",02 Feb 2017 10:33 am
4.2,"57km WSW of Hihifo, Tonga",02 Feb 2017 03:34 pm
4.2,"206km SE of Suva, Fiji",03 Feb 2017 05:37 am
4.2,"293km ESE of Lambasa, Fiji",03 Feb 2017 11:41 am
4.2,"24km SE of Guapi, Colombia",03 Feb 2017 12:33 pm
4.2,"150km SE of Sinabang, Indonesia",03 Feb 2017 05:36 pm
4.2,Owen Fracture Zone region,04 Feb 2017 03:20 am
4.2,"162km NNE of Flying Fish Cove, Christmas Island",04 Feb 2017 04:11 am
4.2,"13km NW of Ramhormoz, Iran",04 Feb 2017 09:34 am
4.2,"152km SSW of Taron, Papua New Guinea",04 Feb 2017 11:17 am
4.2,"33km SE of Sary-Tash, Kyrgyzstan",04 Feb 2017 02:26 pm
4.2,"73km NNE of Miyako, Japan",04 Feb 2017 04:16 pm
4.2,"36km W of Mould Bay, Canada",04 Feb 2017 06:22 pm
4.2,"61km ENE of Taron, Papua New Guinea",05 Feb 2017 02:50 am
4.2,"27km E of Gumdag, Turkmenistan",05 Feb 2017 04:17 am
4.2,"76km ESE of San Ignacio, Philippines",05 Feb 2017 07:07 am
4.2,"46km SW of Jarm, Afghanistan",05 Feb 2017 03:21 pm
4.2,"79km ENE of Mutsu, Japan",07 Feb 2017 05:03 am
4.2,"67km SSE of Ndoi Island, Fiji",07 Feb 2017 07:56 am
4.2,"76km NE of Taniwel, Indonesia",07 Feb 2017 11:26 am
4.2,"250km E of Socorro Island, Mexico",08 Feb 2017 03:31 pm
4.2,"51km ESE of Hitachi, Japan",08 Feb 2017 09:07 pm
4.2,"60km S of Tanaga Volcano, Alaska",11 Feb 2017 08:45 am
4.2,"173km NW of Neiafu, Tonga",11 Feb 2017 04:50 pm
4.2,"43km NNE of Calama, Chile",18 Feb 2017 10:58 am
4.2,"40km SSE of Jarm, Afghanistan",18 Feb 2017 04:04 pm
4.2,"15km SW of Ometepec, Mexico",20 Feb 2017 10:19 am
4.2,"148km S of Oyama, Japan",20 Feb 2017 02:50 pm
4.2,"30km SW of Maoping, China",22 Feb 2017 10:41 am
4.2,"41km NNE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",22 Feb 2017 01:40 pm
4.2,"86km NW of Talcahuano, Chile",22 Feb 2017 03:41 pm
4.2,"70km W of Puerto Quellon, Chile",24 Feb 2017 11:07 am
4.2,"42km ESE of Hitachi, Japan",25 Feb 2017 09:20 am
4.2,"203km WNW of Saumlaki, Indonesia",26 Feb 2017 12:56 am
4.2,"50km WSW of Palaiochora, Greece",26 Feb 2017 03:38 pm
4.2,"128km NNW of Dobo, Indonesia",28 Feb 2017 03:00 am
4.2,"48km SSW of Tanaga Volcano, Alaska",28 Feb 2017 08:18 am
4.16,"2km NE of The Geysers, California",20 Feb 2017 04:57 pm
4.1,"98km WSW of Luwuk, Indonesia",31 Jan 2017 05:27 am
4.1,"5km ENE of Sorong, Indonesia",01 Feb 2017 10:05 am
4.1,"61km SW of Karakul, Tajikistan",01 Feb 2017 03:12 pm
4.1,"17km SSE of Obigarm, Tajikistan",01 Feb 2017 03:41 pm
4.1,"141km WNW of Raoul Island, New Zealand",02 Feb 2017 10:01 am
4.1,"175km SE of Sarangani, Philippines",02 Feb 2017 10:57 am
4.1,"4km S of Pieve Torina, Italy",02 Feb 2017 07:47 pm
4.1,"39km ESE of Chepes, Argentina",03 Feb 2017 10:44 pm
4.1,"79km WSW of Mendoza, Argentina",04 Feb 2017 11:25 am
4.1,"131km ENE of Ndoi Island, Fiji",05 Feb 2017 01:43 am
4.1,"29km ENE of Gumdag, Turkmenistan",05 Feb 2017 02:39 am
4.1,"186km N of Finschhafen, Papua New Guinea",05 Feb 2017 05:12 am
4.1,"273km SE of Sigave, Wallis and Futuna",06 Feb 2017 05:56 am
4.1,"78km ESE of Amatignak Island, Alaska",06 Feb 2017 10:10 am
4.1,"69km W of Puerto Quellon, Chile",07 Feb 2017 09:30 am
4.1,"37km NW of Finschhafen, Papua New Guinea",07 Feb 2017 10:17 am
4.1,"157km SW of Uyuni, Bolivia",08 Feb 2017 09:10 am
4.1,"43km ENE of Iwaki, Japan",10 Feb 2017 01:38 pm
4.1,"11km ENE of Kobayashi, Japan",10 Feb 2017 05:02 pm
4.1,"7km ENE of Ustupo, Panama",11 Feb 2017 10:41 pm
4.1,"19km SSW of Kirakira, Solomon Islands",12 Feb 2017 03:17 am
4.1,"offshore Libertador O'Higgins, Chile",13 Feb 2017 01:40 pm
4.1,"132km W of San Antonio de los Cobres, Argentina",13 Feb 2017 04:11 pm
4.1,"240km SSW of Severo-Kuril'sk, Russia",16 Feb 2017 02:50 pm
4.1,"22km WNW of Lebu, Chile",18 Feb 2017 11:06 pm
4.1,"45km WNW of Lebu, Chile",19 Feb 2017 01:06 pm
4.1,"50km ESE of Tarata, Peru",19 Feb 2017 07:39 pm
4.1,"22km NNW of Ometepec, Mexico",20 Feb 2017 12:44 pm
4.1,"85km SSW of Nikolski, Alaska",20 Feb 2017 08:08 pm
4.1,"118km SSW of Vostok, Russia",22 Feb 2017 09:37 pm
4.1,"5km WNW of Mahayag, Philippines",23 Feb 2017 03:17 am
4.1,"37km SW of Ashkasham, Afghanistan",25 Feb 2017 09:57 pm
4.1,"12km W of Juliaca, Peru",27 Feb 2017 09:41 am
4.1,"27km WSW of Callao, Peru",01 Mar 2017 01:10 am
4.1,"172km S of Atka, Alaska",01 Mar 2017 09:38 am
4.1,"58km SSE of Buldir Island, Alaska",01 Mar 2017 02:02 pm
4.09,"14km W of Belfair, Washington",22 Feb 2017 08:59 pm
4,"14km SSE of Chancay, Peru",01 Feb 2017 08:39 pm
4,"6km W of Ixhuatan, Mexico",01 Feb 2017 11:17 pm
4,"163km SW of L'Esperance Rock, New Zealand",03 Feb 2017 06:11 am
4,South of the Kermadec Islands,04 Feb 2017 04:39 am
4,"1km NE of Patos Fshat, Albania",04 Feb 2017 04:13 pm
4,"156km NNW of L'Esperance Rock, New Zealand",05 Feb 2017 01:29 am
4,"252km NW of Saumlaki, Indonesia",05 Feb 2017 03:43 pm
4,"11km SE of Oarai, Japan",05 Feb 2017 10:24 pm
4,"163km NNW of Labuhankananga, Indonesia",06 Feb 2017 10:18 am
4,"31km NNW of Taron, Papua New Guinea",10 Feb 2017 02:40 pm
4,"87km SE of Old Iliamna, Alaska",11 Feb 2017 05:35 pm
4,"8km W of Kazerun, Iran",15 Feb 2017 07:37 am
4,"140km S of King Salmon, Alaska",15 Feb 2017 11:30 pm
4,"114km N of Powell River, Canada",18 Feb 2017 06:40 am
4,"85km W of San Antonio de los Cobres, Argentina",18 Feb 2017 09:02 am
4,"73km W of Anchor Point, Alaska",19 Feb 2017 02:17 pm
4,"3km WNW of Montereale, Italy",19 Feb 2017 07:13 pm
4,"101km W of Antofagasta de la Sierra, Argentina",20 Feb 2017 04:07 pm
4,"18km W of Zonda, Argentina",23 Feb 2017 02:10 pm
4,"51km NNW of San Antonio de los Cobres, Argentina",26 Feb 2017 06:48 am
4,"15km NNW of Aratoca, Colombia",28 Feb 2017 01:24 am
3.9,"48km WSW of Tanaga Volcano, Alaska",31 Jan 2017 11:44 am
3.9,"78km SW of Puerto Quellon, Chile",31 Jan 2017 02:48 pm
3.9,"9km NW of Murray Bridge, Australia",01 Feb 2017 05:37 am
3.9,"122km S of Little Sitkin Island, Alaska",02 Feb 2017 06:53 pm
3.9,"110km SSW of Atka, Alaska",07 Feb 2017 09:18 am
3.9,"16km WNW of Behram, Turkey",07 Feb 2017 06:16 pm
3.9,"58km E of Atka, Alaska",17 Feb 2017 05:48 am
3.9,"179km E of Chitina, Alaska",28 Feb 2017 03:48 pm
3.9,"22km E of Oarai, Japan",28 Feb 2017 04:44 pm
3.8,"85km ENE of Chirikof Island, Alaska",02 Feb 2017 05:21 am
3.8,"58km W of Anchor Point, Alaska",05 Feb 2017 08:45 pm
3.8,"56km S of Semisopochnoi Island, Alaska",06 Feb 2017 12:28 pm
3.8,"40km SE of Tanaga Volcano, Alaska",14 Feb 2017 09:41 pm
3.8,"16km SSW of Sand Point, Alaska",16 Feb 2017 03:42 am
3.8,"14km W of Yale, Oklahoma",16 Feb 2017 07:33 am
3.8,"20km NNE of Otra Banda, Dominican Republic",20 Feb 2017 10:55 pm
3.8,"79km N of Road Town, British Virgin Islands",24 Feb 2017 08:15 pm
3.8,"23km ENE of Hasaki, Japan",26 Feb 2017 03:26 pm
3.7,"65km NW of Kalaoa, Hawaii",01 Feb 2017 12:45 am
3.7,"66km S of La Romana, Dominican Republic",04 Feb 2017 04:28 pm
3.7,"61km SSE of Yunaska Island, Alaska",09 Feb 2017 08:40 am
3.7,"13km NE of Guaymate, Dominican Republic",13 Feb 2017 07:46 am
3.7,"17km SSW of Sand Point, Alaska",14 Feb 2017 06:53 am
3.7,"71km SE of Unalaska, Alaska",17 Feb 2017 04:58 am
3.7,"182km S of Dawson, Canada",20 Feb 2017 08:17 am
3.7,"73km WNW of The Valley, Anguilla",26 Feb 2017 08:34 am
3.68,"20km NE of Redway, California",03 Feb 2017 08:13 am
3.61,"20km SSE of Salton City, CA",01 Mar 2017 12:18 pm
3.6,"4km WSW of Porto de Mos, Portugal",01 Feb 2017 03:22 pm
3.6,"22km NNW of Loiza, Puerto Rico",02 Feb 2017 07:48 am
3.6,"19km NE of Dutch Harbor, Alaska",02 Feb 2017 09:30 am
3.6,"56km NE of Kodiak, Alaska",02 Feb 2017 02:54 pm
3.6,"9km WNW of The Valley, Anguilla",05 Feb 2017 05:28 am
3.6,"208km S of False Pass, Alaska",10 Feb 2017 06:07 am
3.6,"8km S of Jalalabad, Afghanistan",14 Feb 2017 03:58 pm
3.6,"128km N of Road Town, British Virgin Islands",15 Feb 2017 08:28 pm
3.6,"67km SSE of Tanaga Volcano, Alaska",17 Feb 2017 01:34 am
3.6,"12km S of Akutan, Alaska",17 Feb 2017 08:10 am
3.6,"13km ESE of Puerto Armuelles, Panama",18 Feb 2017 06:45 pm
3.6,"43km NE of Manley Hot Springs, Alaska",20 Feb 2017 09:56 am
3.6,"232km W of Ferndale, California",21 Feb 2017 03:22 am
3.6,"5km S of Gilroy, California",26 Feb 2017 06:58 am
3.6,"5km NW of Agarak, Armenia",27 Feb 2017 10:17 pm
3.6,"169km WNW of Haines Junction, Canada",28 Feb 2017 03:48 pm
3.5,"97km N of Road Town, British Virgin Islands",31 Jan 2017 04:28 pm
3.5,"77km SSW of Tanana, Alaska",02 Feb 2017 05:41 pm
3.5,"39km SE of Adak, Alaska",15 Feb 2017 08:00 pm
3.5,"128km N of Road Town, British Virgin Islands",15 Feb 2017 11:19 pm
3.5,"175km NNE of Vieques, Puerto Rico",16 Feb 2017 09:41 am
3.5,"100km SE of Atka, Alaska",17 Feb 2017 01:49 am
3.5,"17km SSE of Boca de Yuma, Dominican Republic",17 Feb 2017 04:25 am
3.5,"8km SSW of Guayaquil, Ecuador",18 Feb 2017 10:26 pm
3.5,"97km SE of Atka, Alaska",18 Feb 2017 10:41 pm
3.5,"50km NE of Miches, Dominican Republic",19 Feb 2017 07:45 pm
3.5,"49km ESE of Tanaga Volcano, Alaska",28 Feb 2017 04:38 pm
3.44,"10km SE of Running Springs, CA",10 Feb 2017 02:10 am
3.42,"13km S of Volcano, Hawaii",03 Feb 2017 02:41 am
3.4,"40km SE of Punta Cana, Dominican Republic",02 Feb 2017 08:14 am
3.4,"65km SSE of Kotzebue, Alaska",05 Feb 2017 09:54 am
3.4,"10km WNW of Soda Springs, Idaho",05 Feb 2017 04:30 pm
3.4,"54km ESE of Maneadero, B.C., MX",05 Feb 2017 11:47 pm
3.4,"12km NW of Pawnee, Oklahoma",06 Feb 2017 12:53 pm
3.4,"68km W of Puerto Real, Puerto Rico",07 Feb 2017 08:19 am
3.4,"46km NE of Chernabura Island, Alaska",09 Feb 2017 08:53 am
3.4,"122km N of Charlotte Amalie, U.S. Virgin Islands",09 Feb 2017 07:34 pm
3.4,"102km N of Culebra, Puerto Rico",09 Feb 2017 07:55 pm
3.4,"76km ESE of Akutan, Alaska",09 Feb 2017 11:42 pm
3.4,"117km NE of Arctic Village, Alaska",11 Feb 2017 11:43 am
3.4,"82km SSW of Unalaska, Alaska",11 Feb 2017 11:56 pm
3.4,"81km NW of The Valley, Anguilla",14 Feb 2017 08:39 pm
3.4,"138km NNW of Charlotte Amalie, U.S. Virgin Islands",15 Feb 2017 12:01 am
3.4,"48km SE of Boca de Yuma, Dominican Republic",15 Feb 2017 01:08 pm
3.4,"90km ESE of Old Iliamna, Alaska",15 Feb 2017 08:07 pm
3.4,"124km N of Road Town, British Virgin Islands",15 Feb 2017 09:38 pm
3.4,"71km NW of Larsen Bay, Alaska",16 Feb 2017 06:58 pm
3.4,"48km S of Adak, Alaska",17 Feb 2017 04:15 am
3.4,"23km N of Otra Banda, Dominican Republic",19 Feb 2017 06:34 pm
3.4,"95km W of Willow, Alaska",21 Feb 2017 01:30 pm
3.4,"66km W of Anchor Point, Alaska",24 Feb 2017 01:26 am
3.4,"119km NNW of Road Town, British Virgin Islands",24 Feb 2017 06:50 pm
3.4,"38km NE of Punta Cana, Dominican Republic",24 Feb 2017 07:06 pm
3.4,"71km SE of Punta Cana, Dominican Republic",25 Feb 2017 03:56 am
3.4,"25km WSW of Perry, Oklahoma",25 Feb 2017 09:31 am
3.4,"11km S of Little Sitkin Island, Alaska",27 Feb 2017 08:19 pm
3.39,"37km ESE of Johannesburg, CA",14 Feb 2017 10:15 pm
3.39,"3km S of San Juan Bautista, California",26 Feb 2017 11:55 am
3.37,"50km WNW of West Yellowstone, Montana",03 Feb 2017 05:35 am
3.37,"17km SSW of Lakeside, Montana",19 Feb 2017 11:18 pm
3.34,"5km ENE of Yucaipa, CA",01 Mar 2017 11:31 pm
3.31,"167km W of Ferndale, California",18 Feb 2017 09:54 pm
3.3,"20km W of Perry, Oklahoma",01 Feb 2017 05:58 pm
3.3,"69km SE of Yunaska Island, Alaska",07 Feb 2017 03:06 pm
3.3,"70km N of Arecibo, Puerto Rico",07 Feb 2017 06:49 pm
3.3,"72km N of Charlotte Amalie, U.S. Virgin Islands",07 Feb 2017 07:52 pm
3.3,"44km WSW of Big Lake, Alaska",11 Feb 2017 04:21 am
3.3,"20km E of Caldwell, Kansas",13 Feb 2017 01:39 pm
3.3,"116km NW of Talkeetna, Alaska",13 Feb 2017 05:27 pm
3.3,"176km SSW of Kiska Volcano, Alaska",14 Feb 2017 01:37 am
3.3,"72km N of Road Town, British Virgin Islands",14 Feb 2017 07:17 am
3.3,"28km WNW of Valdez, Alaska",14 Feb 2017 03:54 pm
3.3,"65km NNE of Road Town, British Virgin Islands",15 Feb 2017 04:09 am
3.3,"145km S of False Pass, Alaska",15 Feb 2017 04:55 am
3.3,"66km WSW of Amukta Island, Alaska",19 Feb 2017 09:11 am
3.3,"63km SSW of Atka, Alaska",21 Feb 2017 04:32 am
3.3,"37km NE of Soledad, California",21 Feb 2017 02:46 pm
3.3,"52km NNW of San Antonio, Puerto Rico",22 Feb 2017 07:43 am
3.3,"4km NNE of Anthony, Kansas",22 Feb 2017 08:31 am
3.3,"221km SE of Unalaska, Alaska",22 Feb 2017 02:44 pm
3.3,"224km W of Bandon, Oregon",23 Feb 2017 10:35 pm
3.3,"123km N of Charlotte Amalie, U.S. Virgin Islands",24 Feb 2017 07:39 am
3.3,"87km N of Road Town, British Virgin Islands",24 Feb 2017 07:22 pm
3.3,"104km NNW of Road Town, British Virgin Islands",24 Feb 2017 07:34 pm
3.3,"71km NNE of Road Town, British Virgin Islands",24 Feb 2017 07:36 pm
3.3,"92km NNW of Road Town, British Virgin Islands",24 Feb 2017 07:46 pm
3.3,"84km N of Road Town, British Virgin Islands",24 Feb 2017 08:32 pm
3.3,"48km N of Isabela, Puerto Rico",24 Feb 2017 08:42 pm
3.3,"48km NNW of Road Town, British Virgin Islands",24 Feb 2017 09:50 pm
3.3,"51km SSE of Yunaska Island, Alaska",27 Feb 2017 08:53 am
3.29,"17km W of Delta, B.C., MX",05 Feb 2017 12:09 am
3.28,"22km S of Solvang, CA",22 Feb 2017 08:49 pm
3.24,"4km NW of The Geysers, California",06 Feb 2017 11:39 pm
3.24,"14km E of Angwin, California",11 Feb 2017 01:00 am
3.21,"28km SE of Hawaiian Ocean View, Hawaii",07 Feb 2017 10:24 am
3.2,"74km N of Charlotte Amalie, U.S. Virgin Islands",02 Feb 2017 05:44 am
3.2,"25km WNW of Medford, Oklahoma",04 Feb 2017 03:19 am
3.2,"76km SSE of Akutan, Alaska",04 Feb 2017 01:07 pm
3.2,"60km N of Culebra, Puerto Rico",04 Feb 2017 01:40 pm
3.2,"78km E of Old Iliamna, Alaska",07 Feb 2017 09:52 am
3.2,"70km NNE of Hatillo, Puerto Rico",08 Feb 2017 06:30 am
3.2,"125km N of Charlotte Amalie, U.S. Virgin Islands",09 Feb 2017 06:55 pm
3.2,"111km N of Brenas, Puerto Rico",12 Feb 2017 07:41 am
3.2,"36km NNW of San Antonio, Puerto Rico",13 Feb 2017 05:38 pm
3.2,"11km NNE of Atka, Alaska",15 Feb 2017 12:07 am
