magnitude,placename,time
1.17,"6km NNE of Beaumont, CA",19 Feb 2017 07:58 pm
1.17,"2km ENE of The Geysers, California",22 Feb 2017 10:38 pm
1.17,"23km SW of Coalinga, California",27 Feb 2017 12:12 am
1.16,"6km SSW of Morongo Valley, CA",31 Jan 2017 02:13 pm
1.16,"12km ENE of Cloverdale, California",01 Feb 2017 07:07 pm
1.16,"9km NW of West Bishop, California",02 Feb 2017 10:55 am
1.16,"7km N of Big Bear Lake, CA",03 Feb 2017 08:46 pm
1.16,"6km SSW of Redlands, CA",04 Feb 2017 08:17 am
1.16,"1km ESE of Ridgely, Tennessee",05 Feb 2017 02:30 pm
1.16,"7km NNW of Friday Harbor, Washington",07 Feb 2017 12:41 am
1.16,"3km WSW of Cobb, California",08 Feb 2017 02:22 pm
1.16,"5km WNW of Cobb, California",09 Feb 2017 05:00 pm
1.16,"11km SSE of Big Bear City, CA",09 Feb 2017 10:57 pm
1.16,"7km NNW of Friday Harbor, Washington",12 Feb 2017 01:21 pm
1.16,"6km E of Calimesa, CA",13 Feb 2017 04:47 am
1.16,"7km E of Yorba Linda, CA",13 Feb 2017 07:51 am
1.16,"17km SSW of Lima, Montana",17 Feb 2017 04:38 am
1.16,"5km WNW of The Geysers, California",21 Feb 2017 05:13 am
1.16,"6km W of Middletown, California",23 Feb 2017 03:53 pm
1.16,"17km NE of Mecca, CA",24 Feb 2017 03:37 am
1.16,"17km NE of Arlington Heights, Washington",24 Feb 2017 11:04 am
1.16,"20km NNW of Gunnison, Utah",26 Feb 2017 06:34 pm
1.16,"36km E of Lima, Montana",26 Feb 2017 07:06 pm
1.16,"22km ESE of Anza, CA",28 Feb 2017 07:03 pm
1.16,"1km SE of Carson, CA",01 Mar 2017 05:13 am
1.16,"6km NE of Alamo, California",01 Mar 2017 03:51 pm
1.16,"4km WSW of Ridgemark, California",01 Mar 2017 08:23 pm
1.15,"4km SSW of Brawley, CA",31 Jan 2017 05:44 am
1.15,"21km E of Little Lake, CA",01 Feb 2017 07:41 am
1.15,"3km W of Cobb, California",06 Feb 2017 03:42 pm
1.15,"17km NE of Milford, Utah",06 Feb 2017 07:36 pm
1.15,"12km NNE of Cayucos, California",09 Feb 2017 07:07 pm
1.15,"12km N of Borrego Springs, CA",11 Feb 2017 02:45 am
1.15,"21km NW of Grapevine, CA",11 Feb 2017 03:39 pm
1.15,"22km ENE of Little Lake, CA",14 Feb 2017 01:23 am
1.15,"27km SE of Mammoth Lakes, California",14 Feb 2017 01:32 am
1.15,"8km W of Templeton, California",14 Feb 2017 12:00 pm
1.15,"3km ENE of Piru, CA",14 Feb 2017 01:55 pm
1.15,"19km SW of Leilani Estates, Hawaii",16 Feb 2017 06:00 am
1.15,"19km N of Borrego Springs, CA",16 Feb 2017 12:53 pm
1.15,"7km SSE of Mapleton, Utah",18 Feb 2017 12:53 pm
1.15,"2km N of The Geysers, California",20 Feb 2017 04:01 pm
1.15,"12km ENE of Cloverdale, California",23 Feb 2017 01:36 pm
1.15,"9km N of Packwood, Washington",25 Feb 2017 08:03 am
1.14,"6km ESE of Valle Vista, CA",01 Feb 2017 03:34 pm
1.14,"2km NW of The Geysers, California",01 Feb 2017 04:01 pm
1.14,"13km SE of Tehachapi, CA",02 Feb 2017 12:03 pm
1.14,"5km WNW of The Geysers, California",02 Feb 2017 10:41 pm
1.14,"37km NNW of Kanab, Utah",04 Feb 2017 02:19 am
1.14,"1km ENE of Pacifica, California",04 Feb 2017 10:34 am
1.14,"17km SSE of Buckley, Washington",06 Feb 2017 04:54 am
1.14,"23km E of Coso Junction, CA",06 Feb 2017 11:16 pm
1.14,"4km NE of Victorville, CA",09 Feb 2017 11:24 am
1.14,"6km SE of The Geysers, California",11 Feb 2017 01:08 am
1.14,"20km E of Little Lake, CA",13 Feb 2017 12:23 am
1.14,"11km ESE of Mammoth Lakes, California",13 Feb 2017 06:56 pm
1.14,"7km NW of The Geysers, California",14 Feb 2017 04:40 pm
1.14,"9km NE of Aguanga, CA",15 Feb 2017 09:58 pm
1.14,"11km SE of Mammoth Lakes, California",21 Feb 2017 04:13 am
1.14,"15km S of Valle Vista, CA",23 Feb 2017 02:30 am
1.14,"4km E of Butte, Montana",24 Feb 2017 12:02 pm
1.14,"3km NW of Banning, CA",25 Feb 2017 12:43 am
1.14,"34km E of Covelo, California",26 Feb 2017 08:21 pm
1.14,"23km ESE of Yosemite Valley, California",01 Mar 2017 08:05 am
1.14,"2km NNW of The Geysers, California",01 Mar 2017 11:25 am
1.13,"12km WNW of Calipatria, CA",01 Feb 2017 04:44 pm
1.13,"4km WNW of Cobb, California",02 Feb 2017 06:39 pm
1.13,"42km ENE of Seeley Lake, Montana",09 Feb 2017 11:30 am
1.13,"8km SE of Cloverdale, California",11 Feb 2017 02:40 am
1.13,"23km SW of Coalinga, California",11 Feb 2017 06:31 am
1.13,"3km W of Cobb, California",12 Feb 2017 02:02 pm
1.13,"25km ESE of Julian, CA",14 Feb 2017 04:59 pm
1.13,"6km SSW of Mammoth Lakes, California",15 Feb 2017 06:32 am
1.13,"13km S of Great Falls, South Carolina",15 Feb 2017 06:00 pm
1.13,"13km NW of Progreso, B.C., MX",16 Feb 2017 06:41 am
1.13,"6km NW of The Geysers, California",16 Feb 2017 04:02 pm
1.13,"8km WNW of The Geysers, California",16 Feb 2017 09:52 pm
1.13,"27km NE of Soledad, California",22 Feb 2017 10:02 am
1.13,"21km NE of Soledad, California",22 Feb 2017 11:35 am
1.13,"21km NE of Soledad, California",22 Feb 2017 06:40 pm
1.13,"4km NE of Alameda, California",01 Mar 2017 05:14 am
1.12,"9km NE of Aguanga, CA",31 Jan 2017 04:10 pm
1.12,"56km E of Lima, Montana",01 Feb 2017 03:31 am
1.12,"6km NW of The Geysers, California",03 Feb 2017 11:26 am
1.12,"9km WNW of Cobb, California",05 Feb 2017 04:09 am
1.12,"5km NNE of Yucca Valley, CA",05 Feb 2017 09:29 am
1.12,"3km W of Cobb, California",05 Feb 2017 12:51 pm
1.12,"6km NW of The Geysers, California",08 Feb 2017 07:17 am
1.12,"4km WSW of Yucaipa, CA",08 Feb 2017 07:32 pm
1.12,"9km WNW of Cobb, California",09 Feb 2017 06:16 pm
1.12,"6km WNW of The Geysers, California",10 Feb 2017 08:39 pm
1.12,"4km SE of Bloomington, CA",13 Feb 2017 12:07 pm
1.12,"6km NW of The Geysers, California",18 Feb 2017 11:58 pm
1.12,"6km NW of The Geysers, California",19 Feb 2017 01:58 pm
1.12,"6km NW of The Geysers, California",19 Feb 2017 08:41 pm
1.12,"6km NNE of Sunland, CA",20 Feb 2017 07:23 am
1.12,"6km NW of The Geysers, California",23 Feb 2017 03:48 pm
1.12,"5km WNW of The Geysers, California",24 Feb 2017 08:09 am
1.12,"3km WSW of Cobb, California",27 Feb 2017 11:30 pm
1.11,"36km S of Anaconda, Montana",02 Feb 2017 07:33 am
1.11,"2km SE of Palmdale, CA",02 Feb 2017 07:19 pm
1.11,"11km NW of Tiptonville, Tennessee",04 Feb 2017 11:25 pm
1.11,"9km WNW of Cobb, California",05 Feb 2017 02:14 pm
1.11,"21km NE of Soledad, California",05 Feb 2017 06:00 pm
1.11,"26km ESE of Lincoln, Montana",07 Feb 2017 11:16 pm
1.11,"8km SW of Idyllwild, CA",10 Feb 2017 10:57 am
1.11,"21km WNW of West Bishop, California",10 Feb 2017 11:58 pm
1.11,"10km NW of West Bishop, California",14 Feb 2017 02:17 am
1.11,"7km N of Entiat, Washington",15 Feb 2017 09:18 pm
1.11,"8km NW of Garnet, CA",16 Feb 2017 03:28 pm
1.11,"11km SW of Idyllwild, CA",20 Feb 2017 12:21 pm
1.11,"6km W of Cobb, California",25 Feb 2017 04:24 am
1.11,"6km W of Cobb, California",25 Feb 2017 07:58 pm
1.11,"25km SE of Mammoth Lakes, California",01 Mar 2017 07:23 am
1.11,"1km NNW of The Geysers, California",01 Mar 2017 10:08 am
1.1,"97km NNW of Nikiski, Alaska",31 Jan 2017 04:29 am
1.1,"76km ENE of Cantwell, Alaska",31 Jan 2017 06:41 am
1.1,"156km NW of Talkeetna, Alaska",31 Jan 2017 08:01 am
1.1,"55km NNW of Valdez, Alaska",31 Jan 2017 08:15 am
1.1,"84km NW of Arctic Village, Alaska",31 Jan 2017 08:53 am
1.1,"117km W of Cantwell, Alaska",31 Jan 2017 09:20 am
1.1,"73km NE of Cape Yakataga, Alaska",31 Jan 2017 12:09 pm
1.1,"28km WSW of Hawthorne, Nevada",31 Jan 2017 12:29 pm
1.1,"53km NNE of Yakutat, Alaska",31 Jan 2017 03:34 pm
1.1,"44km W of Valdez, Alaska",31 Jan 2017 10:12 pm
1.1,"25km E of Glennallen, Alaska",31 Jan 2017 11:33 pm
1.1,"98km NW of Nikiski, Alaska",01 Feb 2017 12:29 am
1.1,"28km SW of Hawthorne, Nevada",01 Feb 2017 06:19 am
1.1,"38km SSW of Cantwell, Alaska",01 Feb 2017 10:28 am
1.1,"30km SW of Hawthorne, Nevada",01 Feb 2017 11:39 am
1.1,"67km E of Beatty, Nevada",01 Feb 2017 12:02 pm
1.1,"38km WNW of Valdez, Alaska",01 Feb 2017 12:39 pm
1.1,"43km WNW of Anchorage, Alaska",01 Feb 2017 02:58 pm
1.1,"46km NNW of Baker, California",01 Feb 2017 05:21 pm
1.1,"42km W of Big Lake, Alaska",01 Feb 2017 09:14 pm
1.1,"30km ENE of Bridgeport, California",01 Feb 2017 10:46 pm
1.1,"21km WSW of Hawthorne, Nevada",02 Feb 2017 02:26 am
1.1,"29km WSW of Hawthorne, Nevada",02 Feb 2017 04:03 am
1.1,"26km SW of Hawthorne, Nevada",02 Feb 2017 04:50 am
1.1,"172km E of Chitina, Alaska",02 Feb 2017 09:16 am
1.1,"29km WSW of Hawthorne, Nevada",02 Feb 2017 09:59 am
1.1,"23km NNE of Anchor Point, Alaska",02 Feb 2017 02:24 pm
1.1,"50km ENE of Beatty, Nevada",02 Feb 2017 07:10 pm
1.1,"27km WSW of Hawthorne, Nevada",03 Feb 2017 04:33 am
1.1,"113km N of Arctic Village, Alaska",03 Feb 2017 07:15 am
1.1,"77km W of Healy, Alaska",03 Feb 2017 10:09 am
1.1,"27km WSW of Hawthorne, Nevada",03 Feb 2017 02:09 pm
1.1,"76km NNW of Talkeetna, Alaska",03 Feb 2017 05:19 pm
1.1,"30km WSW of Hawthorne, Nevada",03 Feb 2017 07:12 pm
1.1,"27km ENE of Bridgeport, California",03 Feb 2017 07:24 pm
1.1,"29km SW of Hawthorne, Nevada",03 Feb 2017 07:31 pm
1.1,"58km NNW of Talkeetna, Alaska",03 Feb 2017 10:39 pm
1.1,"21km ENE of Y, Alaska",03 Feb 2017 11:29 pm
1.1,"26km SSW of Pahrump, Nevada",04 Feb 2017 12:02 am
1.1,"3km WSW of Circle Hot Springs Station, Alaska",04 Feb 2017 05:59 am
1.1,"70km NNW of Nikiski, Alaska",04 Feb 2017 09:12 am
1.1,"68km SW of Deltana, Alaska",04 Feb 2017 10:04 am
1.1,"6km NW of The Geysers, California",04 Feb 2017 10:33 am
1.1,"66km SSE of Cantwell, Alaska",04 Feb 2017 11:48 am
1.1,"22km WSW of Portola, California",04 Feb 2017 01:05 pm
1.1,"1km NNW of Sun Valley, Nevada",04 Feb 2017 01:31 pm
1.1,"65km NNW of Talkeetna, Alaska",04 Feb 2017 01:57 pm
1.1,"27km SSE of Hawthorne, Nevada",04 Feb 2017 03:30 pm
1.1,"95km NNW of Talkeetna, Alaska",04 Feb 2017 09:24 pm
1.1,"19km S of Bridgeport, California",04 Feb 2017 10:51 pm
1.1,"28km WSW of Hawthorne, Nevada",04 Feb 2017 11:05 pm
1.1,"68km SW of Deltana, Alaska",05 Feb 2017 12:26 am
1.1,"65km NE of Whittier, Alaska",05 Feb 2017 01:30 am
1.1,"31km W of Nikiski, Alaska",05 Feb 2017 02:05 am
1.1,"106km W of Talkeetna, Alaska",05 Feb 2017 02:39 am
1.1,"55km W of Willow, Alaska",05 Feb 2017 04:06 am
1.1,"32km NW of Anchor Point, Alaska",05 Feb 2017 04:35 am
1.1,"168km WNW of Haines Junction, Canada",05 Feb 2017 08:51 am
1.1,"140km WNW of Haines Junction, Canada",05 Feb 2017 11:11 am
1.1,"141km WNW of Haines Junction, Canada",05 Feb 2017 11:58 am
1.1,"46km NNE of Talkeetna, Alaska",05 Feb 2017 04:08 pm
1.1,"17km SSW of Y, Alaska",05 Feb 2017 05:12 pm
1.1,"28km WSW of Hawthorne, Nevada",05 Feb 2017 09:07 pm
1.1,"32km ESE of Sutton-Alpine, Alaska",06 Feb 2017 01:22 am
1.1,"106km WNW of Talkeetna, Alaska",06 Feb 2017 02:36 am
1.1,"64km S of Cantwell, Alaska",06 Feb 2017 03:44 am
1.1,"6km S of Circle Hot Springs Station, Alaska",06 Feb 2017 07:17 am
1.1,"81km NNW of Eagle Village, Alaska",06 Feb 2017 10:52 am
1.1,"55km NE of Lone Pine, California",06 Feb 2017 12:20 pm
1.1,"44km NNE of Nikiski, Alaska",06 Feb 2017 12:32 pm
1.1,"181km NNE of Cape Yakataga, Alaska",06 Feb 2017 02:26 pm
1.1,"23km NNE of Badger, Alaska",06 Feb 2017 04:03 pm
1.1,"158km NNW of Old Iliamna, Alaska",06 Feb 2017 08:49 pm
1.1,"26km SE of Mammoth Lakes, California",07 Feb 2017 02:20 am
1.1,"88km WSW of Cantwell, Alaska",07 Feb 2017 04:39 am
1.1,"42km NNE of Valdez, Alaska",07 Feb 2017 01:29 pm
1.1,"31km E of Sutton-Alpine, Alaska",07 Feb 2017 02:15 pm
1.1,"48km SW of Cantwell, Alaska",07 Feb 2017 04:05 pm
1.1,"84km NW of Larsen Bay, Alaska",07 Feb 2017 04:12 pm
1.1,"50km NNW of Talkeetna, Alaska",07 Feb 2017 06:56 pm
1.1,"16km SSW of Y, Alaska",07 Feb 2017 08:17 pm
1.1,"4km NNW of Houston, Alaska",07 Feb 2017 08:46 pm
1.1,"42km ENE of Y, Alaska",07 Feb 2017 09:14 pm
1.1,"14km NE of Y, Alaska",08 Feb 2017 12:43 am
1.1,"42km N of Valdez, Alaska",08 Feb 2017 01:11 am
1.1,"51km WNW of Valdez, Alaska",08 Feb 2017 02:19 am
1.1,"19km ENE of Fritz Creek, Alaska",08 Feb 2017 02:28 am
1.1,"30km WSW of Cohoe, Alaska",08 Feb 2017 04:51 am
1.1,"136km NW of Talkeetna, Alaska",08 Feb 2017 05:09 am
1.1,"35km WNW of Whittier, Alaska",08 Feb 2017 05:51 am
1.1,"5km SSE of San Juan Bautista, California",08 Feb 2017 08:55 am
1.1,"27km SSW of Hawthorne, Nevada",08 Feb 2017 10:24 am
1.1,"107km W of Talkeetna, Alaska",08 Feb 2017 12:50 pm
1.1,"4km S of Big Lake, Alaska",08 Feb 2017 01:24 pm
1.1,"34km NE of Fritz Creek, Alaska",08 Feb 2017 01:27 pm
1.1,"71km WNW of Talkeetna, Alaska",08 Feb 2017 01:35 pm
1.1,"83km NW of Talkeetna, Alaska",08 Feb 2017 03:11 pm
1.1,"26km WSW of Hawthorne, Nevada",08 Feb 2017 05:29 pm
1.1,"84km NNE of Sutton-Alpine, Alaska",08 Feb 2017 06:38 pm
1.1,"90km WSW of Cantwell, Alaska",08 Feb 2017 10:39 pm
1.1,"60km W of Valdez, Alaska",08 Feb 2017 11:29 pm
1.1,"129km W of Talkeetna, Alaska",09 Feb 2017 01:52 am
1.1,"18km N of Meadow Lakes, Alaska",09 Feb 2017 08:58 am
1.1,"22km WSW of Hawthorne, Nevada",09 Feb 2017 09:40 am
1.1,"134km NW of Talkeetna, Alaska",09 Feb 2017 01:47 pm
1.1,"21km ESE of Glennallen, Alaska",09 Feb 2017 08:57 pm
1.1,"2km N of Big Lake, Alaska",09 Feb 2017 10:30 pm
1.1,"28km WSW of Hawthorne, Nevada",09 Feb 2017 11:13 pm
1.1,"4km SW of Houston, Alaska",09 Feb 2017 11:44 pm
1.1,"38km SW of Talkeetna, Alaska",10 Feb 2017 04:58 am
1.1,"29km ENE of Bridgeport, California",10 Feb 2017 06:31 am
1.1,"8km NW of Knik-Fairview, Alaska",10 Feb 2017 10:14 am
1.1,"1km SW of Butte, Alaska",10 Feb 2017 11:01 am
1.1,"28km NNW of Nikiski, Alaska",10 Feb 2017 03:36 pm
1.1,"22km NNE of Badger, Alaska",10 Feb 2017 04:05 pm
1.1,"28km SW of Manley Hot Springs, Alaska",10 Feb 2017 05:36 pm
1.1,"100km NW of Fort Yukon, Alaska",10 Feb 2017 06:48 pm
1.1,"29km ENE of Bridgeport, California",10 Feb 2017 07:30 pm
1.1,"12km S of Smith Valley, Nevada",11 Feb 2017 12:11 am
1.1,"33km ESE of Sutton-Alpine, Alaska",11 Feb 2017 04:24 am
1.1,"12km E of Yucaipa, CA",11 Feb 2017 11:52 am
1.1,"160km NE of Cape Yakataga, Alaska",11 Feb 2017 12:30 pm
1.1,"2km NE of Meadow Lakes, Alaska",11 Feb 2017 02:35 pm
1.1,"45km ENE of Cantwell, Alaska",11 Feb 2017 02:50 pm
1.1,"76km N of Nikiski, Alaska",11 Feb 2017 08:59 pm
1.1,"3km ESE of Glennallen, Alaska",11 Feb 2017 10:38 pm
1.1,"43km WNW of Talkeetna, Alaska",11 Feb 2017 11:48 pm
1.1,"103km NNW of Larsen Bay, Alaska",12 Feb 2017 03:03 am
1.1,"35km NNE of Talkeetna, Alaska",12 Feb 2017 03:09 am
1.1,"48km WNW of Willow, Alaska",12 Feb 2017 03:42 am
1.1,"54km SSW of Cantwell, Alaska",12 Feb 2017 06:40 am
1.1,"30km NE of Chitina, Alaska",12 Feb 2017 07:14 am
1.1,"70km N of Talkeetna, Alaska",12 Feb 2017 10:24 am
1.1,"12km S of Big Lake, Alaska",12 Feb 2017 01:19 pm
1.1,"8km S of Circle Hot Springs Station, Alaska",12 Feb 2017 04:14 pm
1.1,"34km ESE of Sutton-Alpine, Alaska",12 Feb 2017 05:02 pm
1.1,"56km W of Willow, Alaska",12 Feb 2017 06:02 pm
1.1,"25km SE of Alamo, Nevada",12 Feb 2017 06:45 pm
1.1,"98km W of Cantwell, Alaska",12 Feb 2017 08:54 pm
1.1,"98km W of Cantwell, Alaska",12 Feb 2017 09:00 pm
1.1,"13km NNE of Willow, Alaska",12 Feb 2017 10:22 pm
1.1,"94km S of Tok, Alaska",12 Feb 2017 11:33 pm
1.1,"172km E of Chitina, Alaska",13 Feb 2017 12:03 am
1.1,"24km WSW of Hawthorne, Nevada",13 Feb 2017 02:53 am
1.1,"38km ENE of Tonopah, Nevada",13 Feb 2017 01:42 pm
1.1,"29km SW of Hawthorne, Nevada",13 Feb 2017 01:48 pm
1.1,"116km WNW of Talkeetna, Alaska",13 Feb 2017 02:31 pm
1.1,"29km WSW of Hawthorne, Nevada",13 Feb 2017 02:43 pm
1.1,"22km NNE of Badger, Alaska",13 Feb 2017 04:06 pm
1.1,"33km ESE of Sutton-Alpine, Alaska",13 Feb 2017 09:02 pm
1.1,"72km S of Manley Hot Springs, Alaska",13 Feb 2017 09:38 pm
1.1,"29km SW of Hawthorne, Nevada",13 Feb 2017 10:47 pm
1.1,"150km WSW of Talkeetna, Alaska",13 Feb 2017 10:55 pm
1.1,"34km ESE of Sutton-Alpine, Alaska",13 Feb 2017 11:01 pm
1.1,"119km NNW of Talkeetna, Alaska",14 Feb 2017 12:43 am
1.1,"22km N of Bridgeport, California",14 Feb 2017 03:49 am
1.1,"97km NE of Circle, Alaska",14 Feb 2017 07:20 am
1.1,"8km SW of Little Lake, CA",14 Feb 2017 11:01 am
1.1,"109km NW of Talkeetna, Alaska",14 Feb 2017 02:13 pm
1.1,"12km SSE of Volcano, Hawaii",14 Feb 2017 06:55 pm
1.1,"35km ESE of Sutton-Alpine, Alaska",14 Feb 2017 08:21 pm
1.1,"53km WNW of Gabbs, Nevada",14 Feb 2017 10:41 pm
1.1,"12km NW of Bridgeport, California",14 Feb 2017 10:55 pm
1.1,"49km W of Anchorage, Alaska",15 Feb 2017 09:40 am
1.1,"28km WSW of Hawthorne, Nevada",15 Feb 2017 01:22 pm
1.1,"22km NNE of Badger, Alaska",15 Feb 2017 04:04 pm
1.1,"64km N of Sutton-Alpine, Alaska",15 Feb 2017 04:05 pm
1.1,"26km ENE of Bridgeport, California",15 Feb 2017 07:17 pm
1.1,"35km ESE of Sutton-Alpine, Alaska",15 Feb 2017 07:34 pm
1.1,"10km SW of Willow, Alaska",15 Feb 2017 08:54 pm
1.1,"92km NNW of Yakutat, Alaska",15 Feb 2017 10:14 pm
1.1,"44km ENE of Warm Springs, Nevada",15 Feb 2017 11:39 pm
1.1,"29km WSW of Hawthorne, Nevada",16 Feb 2017 12:46 am
1.1,"28km SW of Cantwell, Alaska",16 Feb 2017 04:49 am
1.1,"16km NNW of Anchorage, Alaska",16 Feb 2017 06:06 am
1.1,"26km N of Valdez, Alaska",16 Feb 2017 07:26 am
1.1,"16km SE of Volcano, Hawaii",16 Feb 2017 07:42 am
1.1,"10km NNW of Incline Village, Nevada",16 Feb 2017 12:41 pm
1.1,"10km NW of Virginia City, Nevada",16 Feb 2017 04:41 pm
1.1,"10km N of Circle Hot Springs Station, Alaska",16 Feb 2017 07:38 pm
1.1,"37km S of Goldfield, Nevada",16 Feb 2017 08:11 pm
1.1,"62km ENE of Sutton-Alpine, Alaska",16 Feb 2017 08:47 pm
1.1,"24km SE of Ridgemark, California",16 Feb 2017 09:03 pm
1.1,"116km NW of Talkeetna, Alaska",16 Feb 2017 09:22 pm
1.1,"17km NNW of Anchorage, Alaska",17 Feb 2017 01:55 am
1.1,"23km S of Ester, Alaska",17 Feb 2017 03:31 am
1.1,"31km ESE of Healy, Alaska",17 Feb 2017 05:05 am
1.1,"6km NW of The Geysers, California",17 Feb 2017 05:19 am
1.1,"70km S of Haines Junction, Canada",17 Feb 2017 05:55 am
1.1,"63km NNW of Talkeetna, Alaska",17 Feb 2017 06:52 am
1.1,"42km WNW of Willow, Alaska",17 Feb 2017 07:54 am
1.1,"46km NNW of Valdez, Alaska",17 Feb 2017 09:13 am
1.1,"90km WSW of Cantwell, Alaska",17 Feb 2017 10:07 am
1.1,"157km ENE of McGrath, Alaska",17 Feb 2017 04:25 pm
1.1,"27km WSW of Hawthorne, Nevada",17 Feb 2017 05:09 pm
1.1,"47km NW of Talkeetna, Alaska",17 Feb 2017 06:44 pm
1.1,"30km SW of Hawthorne, Nevada",17 Feb 2017 07:06 pm
1.1,"20km WSW of Willow, Alaska",18 Feb 2017 01:35 am
1.1,"25km WNW of Manley Hot Springs, Alaska",18 Feb 2017 01:43 am
1.1,"37km WSW of Big Lake, Alaska",18 Feb 2017 02:40 am
1.1,"29km SW of Hawthorne, Nevada",18 Feb 2017 04:57 am
1.1,"75km WSW of Tok, Alaska",18 Feb 2017 08:58 am
1.1,"49km NE of Whittier, Alaska",18 Feb 2017 09:58 am
1.1,"103km SE of Cantwell, Alaska",18 Feb 2017 11:59 am
1.1,"27km WSW of Hawthorne, Nevada",18 Feb 2017 12:19 pm
1.1,"81km W of Cantwell, Alaska",18 Feb 2017 05:10 pm
1.1,"80km WSW of Talkeetna, Alaska",18 Feb 2017 10:42 pm
1.1,"19km W of Kenai, Alaska",19 Feb 2017 03:10 am
1.1,"54km NNE of Yakutat, Alaska",19 Feb 2017 05:38 am
1.1,"4km SSW of Big Lake, Alaska",19 Feb 2017 06:53 am
1.1,"85km NNW of Talkeetna, Alaska",19 Feb 2017 08:24 am
1.1,"67km WNW of Valdez, Alaska",19 Feb 2017 09:19 am
1.1,"66km WNW of Valdez, Alaska",19 Feb 2017 10:21 am
1.1,"29km SW of Hawthorne, Nevada",19 Feb 2017 12:06 pm
1.1,"66km NNW of Nikiski, Alaska",19 Feb 2017 12:47 pm
1.1,"3km NE of Houston, Alaska",19 Feb 2017 01:13 pm
1.1,"66km W of Cantwell, Alaska",19 Feb 2017 02:44 pm
1.1,"39km NNE of Whittier, Alaska",19 Feb 2017 03:44 pm
1.1,"35km ESE of Sutton-Alpine, Alaska",19 Feb 2017 05:07 pm
1.1,"28km WSW of Hawthorne, Nevada",19 Feb 2017 06:28 pm
1.1,"7km WNW of Lake Elsinore, CA",20 Feb 2017 02:46 am
1.1,"43km SW of Salcha, Alaska",20 Feb 2017 04:58 am
1.1,"45km SSE of Warm Springs, Nevada",20 Feb 2017 12:52 pm
1.1,"48km SSE of Warm Springs, Nevada",20 Feb 2017 04:14 pm
1.1,"25km NNE of Badger, Alaska",20 Feb 2017 04:19 pm
1.1,"43km N of Yakutat, Alaska",20 Feb 2017 06:11 pm
1.1,"32km SSW of Deltana, Alaska",20 Feb 2017 08:13 pm
1.1,"98km S of Coldfoot, Alaska",20 Feb 2017 11:03 pm
1.1,"18km WNW of Fernley, Nevada",20 Feb 2017 11:19 pm
1.1,"25km NNW of Beaver Dam, Arizona",21 Feb 2017 02:45 am
1.1,"43km WNW of Talkeetna, Alaska",21 Feb 2017 03:59 am
1.1,"12km S of Ridgemark, California",21 Feb 2017 08:11 pm
1.1,"113km NW of Talkeetna, Alaska",22 Feb 2017 02:56 am
1.1,"111km W of Haines Junction, Canada",22 Feb 2017 05:24 am
1.1,"27km WSW of Hawthorne, Nevada",22 Feb 2017 07:30 am
1.1,"95km NNW of Nikiski, Alaska",22 Feb 2017 07:50 am
1.1,"35km N of Talkeetna, Alaska",22 Feb 2017 11:33 am
1.1,"11km NW of Fishhook, Alaska",22 Feb 2017 02:39 pm
1.1,"143km NNW of Redoubt Volcano, Alaska",22 Feb 2017 03:01 pm
1.1,"13km S of Big Lake, Alaska",22 Feb 2017 06:26 pm
1.1,"73km ESE of Cape Yakataga, Alaska",22 Feb 2017 07:31 pm
1.1,"13km WNW of Belfair, Washington",22 Feb 2017 09:14 pm
1.1,"8km S of Willow, Alaska",22 Feb 2017 10:58 pm
1.1,"27km WSW of Hawthorne, Nevada",22 Feb 2017 11:15 pm
1.1,"73km NW of Talkeetna, Alaska",23 Feb 2017 04:09 am
1.1,"30km SW of Hawthorne, Nevada",23 Feb 2017 09:09 am
1.1,"21km S of Y, Alaska",23 Feb 2017 01:16 pm
1.1,"32km E of Lazy Mountain, Alaska",23 Feb 2017 02:38 pm
1.1,"25km WSW of Hawthorne, Nevada",23 Feb 2017 10:51 pm
1.1,"28km WSW of Hawthorne, Nevada",24 Feb 2017 12:09 am
1.1,"26km WSW of Hawthorne, Nevada",24 Feb 2017 01:28 am
1.1,"68km SE of Hawthorne, Nevada",24 Feb 2017 05:12 am
1.1,"27km SW of Hawthorne, Nevada",24 Feb 2017 11:13 am
1.1,"29km NNE of Badger, Alaska",24 Feb 2017 12:25 pm
1.1,"29km SW of Hawthorne, Nevada",24 Feb 2017 04:11 pm
1.1,"4km E of West Side Highway, Washington",24 Feb 2017 04:31 pm
1.1,"52km E of Beatty, Nevada",24 Feb 2017 08:11 pm
1.1,"42km NNE of Mammoth Lakes, California",25 Feb 2017 01:55 am
1.1,"30km WSW of Hawthorne, Nevada",25 Feb 2017 03:39 am
1.1,"6km W of Cobb, California",25 Feb 2017 04:30 am
1.1,"27km WSW of Hawthorne, Nevada",25 Feb 2017 06:51 am
1.1,"21km NNW of Currant, Nevada",25 Feb 2017 05:28 pm
1.1,"29km WSW of Hawthorne, Nevada",25 Feb 2017 06:08 pm
1.1,"30km SW of Hawthorne, Nevada",26 Feb 2017 12:56 am
1.1,"23km WSW of Hawthorne, Nevada",26 Feb 2017 01:04 am
1.1,"28km WSW of Hawthorne, Nevada",26 Feb 2017 01:42 am
1.1,"24km WSW of Pioche, Nevada",26 Feb 2017 04:37 am
1.1,"79km NNW of Cape Yakataga, Alaska",26 Feb 2017 08:29 am
1.1,"30km SW of Hawthorne, Nevada",26 Feb 2017 10:02 am
